"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","91","adminCanGenerateAuthTokenTest()","","Tue Nov 04 12:11:04 UTC 2025","passed","Tue Nov 04 12:11:04 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","559","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only","","Tue Nov 04 12:11:02 UTC 2025","passed","Tue Nov 04 12:11:02 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","697","userCanTopUpAccount(float) [1] 1.1754944E-38","","Tue Nov 04 12:10:58 UTC 2025","passed","Tue Nov 04 12:10:58 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","539","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Tue Nov 04 12:11:00 UTC 2025","passed","Tue Nov 04 12:11:00 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","4731","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful","","Tue Nov 04 12:10:51 UTC 2025","passed","Tue Nov 04 12:10:56 UTC 2025","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","116","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Nov 04 12:11:05 UTC 2025","passed","Tue Nov 04 12:11:05 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","542","userCanUpdateNameTest()","","Tue Nov 04 12:11:03 UTC 2025","passed","Tue Nov 04 12:11:03 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","255","adminCanCreateUserWithCorrectDataTest()","","Tue Nov 04 12:11:04 UTC 2025","passed","Tue Nov 04 12:11:05 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","477","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Nov 04 12:11:05 UTC 2025","passed","Tue Nov 04 12:11:05 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","677","userCanTopUpAccount(float) [2] 5000","","Tue Nov 04 12:10:58 UTC 2025","passed","Tue Nov 04 12:10:59 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","103","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Nov 04 12:11:05 UTC 2025","passed","Tue Nov 04 12:11:05 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","602","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Tue Nov 04 12:10:59 UTC 2025","passed","Tue Nov 04 12:11:00 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","537","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Tue Nov 04 12:11:01 UTC 2025","passed","Tue Nov 04 12:11:01 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","536","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only","","Tue Nov 04 12:11:00 UTC 2025","passed","Tue Nov 04 12:11:01 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","360","userCanGenerateAuthTokenTest()","","Tue Nov 04 12:11:03 UTC 2025","passed","Tue Nov 04 12:11:04 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","114","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Nov 04 12:11:05 UTC 2025","passed","Tue Nov 04 12:11:05 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","531","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Tue Nov 04 12:11:02 UTC 2025","passed","Tue Nov 04 12:11:03 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1461","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful","","Tue Nov 04 12:10:56 UTC 2025","passed","Tue Nov 04 12:10:58 UTC 2025","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","536","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Tue Nov 04 12:11:01 UTC 2025","passed","Tue Nov 04 12:11:02 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","440","userCanCreateAccountTest()","","Tue Nov 04 12:11:04 UTC 2025","passed","Tue Nov 04 12:11:04 UTC 2025","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
