"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","530","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Fri Feb 20 13:48:52 UTC 2026","passed","Fri Feb 20 13:48:52 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","589","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Fri Feb 20 13:48:49 UTC 2026","passed","Fri Feb 20 13:48:50 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1470","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful","","Fri Feb 20 13:48:46 UTC 2026","passed","Fri Feb 20 13:48:48 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","535","userCanUpdateNameTest()","","Fri Feb 20 13:48:53 UTC 2026","passed","Fri Feb 20 13:48:54 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","536","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only","","Fri Feb 20 13:48:52 UTC 2026","passed","Fri Feb 20 13:48:53 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","535","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Fri Feb 20 13:48:51 UTC 2026","passed","Fri Feb 20 13:48:52 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","682","userCanTopUpAccount(float) [2] 5000","","Fri Feb 20 13:48:49 UTC 2026","passed","Fri Feb 20 13:48:49 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","695","userCanTopUpAccount(float) [1] 1.1754944E-38","","Fri Feb 20 13:48:48 UTC 2026","passed","Fri Feb 20 13:48:49 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","91","adminCanGenerateAuthTokenTest()","","Fri Feb 20 13:48:54 UTC 2026","passed","Fri Feb 20 13:48:54 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","544","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Fri Feb 20 13:48:50 UTC 2026","passed","Fri Feb 20 13:48:50 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","541","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Fri Feb 20 13:48:53 UTC 2026","passed","Fri Feb 20 13:48:53 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","351","userCanGenerateAuthTokenTest()","","Fri Feb 20 13:48:54 UTC 2026","passed","Fri Feb 20 13:48:54 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","539","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only","","Fri Feb 20 13:48:50 UTC 2026","passed","Fri Feb 20 13:48:51 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","429","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Fri Feb 20 13:48:55 UTC 2026","passed","Fri Feb 20 13:48:55 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","104","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Feb 20 13:48:55 UTC 2026","passed","Fri Feb 20 13:48:56 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","4258","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful","","Fri Feb 20 13:48:42 UTC 2026","passed","Fri Feb 20 13:48:46 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","448","userCanCreateAccountTest()","","Fri Feb 20 13:48:54 UTC 2026","passed","Fri Feb 20 13:48:55 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","254","adminCanCreateUserWithCorrectDataTest()","","Fri Feb 20 13:48:55 UTC 2026","passed","Fri Feb 20 13:48:55 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","100","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Fri Feb 20 13:48:55 UTC 2026","passed","Fri Feb 20 13:48:55 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","105","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Fri Feb 20 13:48:55 UTC 2026","passed","Fri Feb 20 13:48:55 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
