"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Oct 31 14:15:14 GMT 2025","Fri Oct 31 14:15:15 GMT 2025","550","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:18 GMT 2025","Fri Oct 31 14:15:18 GMT 2025","446","","api.iteration1.CreateAccountTest","","api.iteration1.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Fri Oct 31 14:15:06 GMT 2025","Fri Oct 31 14:15:10 GMT 2025","4397","","api.iteration2.TransferMoneyTest","","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful",""
"passed","Fri Oct 31 14:15:17 GMT 2025","Fri Oct 31 14:15:18 GMT 2025","352","","api.iteration1.LoginUserTest","","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest","userCanGenerateAuthTokenTest()",""
"passed","Fri Oct 31 14:15:19 GMT 2025","Fri Oct 31 14:15:19 GMT 2025","109","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Fri Oct 31 14:15:19 GMT 2025","Fri Oct 31 14:15:19 GMT 2025","102","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]",""
"passed","Fri Oct 31 14:15:19 GMT 2025","Fri Oct 31 14:15:19 GMT 2025","476","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]",""
"passed","Fri Oct 31 14:15:18 GMT 2025","Fri Oct 31 14:15:19 GMT 2025","268","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest","adminCanCreateUserWithCorrectDataTest()",""
"passed","Fri Oct 31 14:15:19 GMT 2025","Fri Oct 31 14:15:19 GMT 2025","107","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Fri Oct 31 14:15:12 GMT 2025","Fri Oct 31 14:15:12 GMT 2025","674","","api.iteration2.DepositMoneyTest","","api.iteration2.DepositMoneyTest","userCanTopUpAccount","userCanTopUpAccount(float) [1] 1.1754944E-38",""
"passed","Fri Oct 31 14:15:16 GMT 2025","Fri Oct 31 14:15:16 GMT 2025","542","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:14 GMT 2025","Fri Oct 31 14:15:14 GMT 2025","542","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:16 GMT 2025","Fri Oct 31 14:15:17 GMT 2025","531","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:10 GMT 2025","Fri Oct 31 14:15:12 GMT 2025","1516","","api.iteration2.TransferMoneyTest","","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful",""
"passed","Fri Oct 31 14:15:13 GMT 2025","Fri Oct 31 14:15:14 GMT 2025","600","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:15 GMT 2025","Fri Oct 31 14:15:15 GMT 2025","552","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:18 GMT 2025","Fri Oct 31 14:15:18 GMT 2025","91","","api.iteration1.LoginUserTest","","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
"passed","Fri Oct 31 14:15:15 GMT 2025","Fri Oct 31 14:15:16 GMT 2025","538","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only",""
"passed","Fri Oct 31 14:15:17 GMT 2025","Fri Oct 31 14:15:17 GMT 2025","535","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest","userCanUpdateNameTest()",""
"passed","Fri Oct 31 14:15:12 GMT 2025","Fri Oct 31 14:15:13 GMT 2025","656","","api.iteration2.DepositMoneyTest","","api.iteration2.DepositMoneyTest","userCanTopUpAccount","userCanTopUpAccount(float) [2] 5000",""
