"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","adminCanCreateUserTest()","","Sun May 03 07:32:25 UTC 2026","skipped","Sun May 03 07:32:25 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","0","userCanTopUpAccount(float)","","Sun May 03 07:32:25 UTC 2026","skipped","Sun May 03 07:32:25 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","316","adminCanCreateUserWithCorrectDataTest()","","Sun May 03 07:32:26 UTC 2026","passed","Sun May 03 07:32:26 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","416","userCanGenerateAuthTokenTest()","","Sun May 03 07:32:25 UTC 2026","passed","Sun May 03 07:32:25 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","2062","userCannotUpdateNameToInvalidTest(String) [1] a","","Sun May 03 07:32:15 UTC 2026","passed","Sun May 03 07:32:17 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCannotUpdateNameToInvalidTest"
"","0","userCanUpdateNameTest()","","Sun May 03 07:32:25 UTC 2026","skipped","Sun May 03 07:32:25 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","0","userCanMakeTransferToAccountTest(float, float)","","Sun May 03 07:32:10 UTC 2026","skipped","Sun May 03 07:32:10 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","0","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List)","","Sun May 03 07:32:26 UTC 2026","skipped","Sun May 03 07:32:26 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","737","userCanCreateAccountTest()","","Sun May 03 07:32:25 UTC 2026","passed","Sun May 03 07:32:26 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","0","adminCannotCreateUserWithInvalidDataTest()","","Sun May 03 07:32:25 UTC 2026","skipped","Sun May 03 07:32:25 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","103","adminCanGenerateAuthTokenTest()","","Sun May 03 07:32:25 UTC 2026","passed","Sun May 03 07:32:25 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","3","useCanTransferMoneyToAnotherUserTest(float, float, String)","","Sun May 03 07:32:25 UTC 2026","skipped","Sun May 03 07:32:25 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","0","userCanDepositMoneyWithValidSumTest(float)","","Sun May 03 07:32:19 UTC 2026","skipped","Sun May 03 07:32:19 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","0","userCannotUpdateNameToNotValidTest(String, String)","","Sun May 03 07:32:25 UTC 2026","skipped","Sun May 03 07:32:25 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","2014","userCannotMakeDepositWithInvalidSumTest(float) [1] 0","","Sun May 03 07:32:17 UTC 2026","passed","Sun May 03 07:32:19 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCannotMakeDepositWithInvalidSumTest"
"","4972","userCanUpdateNameToValidTest(String) [1] Test Testov","","Sun May 03 07:32:10 UTC 2026","passed","Sun May 03 07:32:15 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
"","1","userCannotMakeTransferToNotExistingAccount(float, float)","","Sun May 03 07:32:10 UTC 2026","skipped","Sun May 03 07:32:10 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","1158","adminCanLoginWithCorrectDataTest()","","Sun May 03 07:32:22 UTC 2026","passed","Sun May 03 07:32:23 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1536","userCanLoginWithCorrectDataTest()","","Sun May 03 07:32:19 UTC 2026","passed","Sun May 03 07:32:20 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","1448","userCannotLoginWithIncorrectDataTest()","","Sun May 03 07:32:20 UTC 2026","passed","Sun May 03 07:32:22 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCannotLoginWithIncorrectDataTest"
"","1497","userCanCreateAccountTest()","","Sun May 03 07:32:23 UTC 2026","passed","Sun May 03 07:32:25 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
