"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","548","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Tue Nov 04 12:55:37 UTC 2025","passed","Tue Nov 04 12:55:37 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","101","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Nov 04 12:55:42 UTC 2025","passed","Tue Nov 04 12:55:42 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","686","userCanTopUpAccount(float) [1] 1.1754944E-38","","Tue Nov 04 12:55:35 UTC 2025","passed","Tue Nov 04 12:55:35 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","537","userCanUpdateNameTest()","","Tue Nov 04 12:55:40 UTC 2025","passed","Tue Nov 04 12:55:40 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","585","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Tue Nov 04 12:55:36 UTC 2025","passed","Tue Nov 04 12:55:37 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","96","adminCanGenerateAuthTokenTest()","","Tue Nov 04 12:55:41 UTC 2025","passed","Tue Nov 04 12:55:41 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","106","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Nov 04 12:55:42 UTC 2025","passed","Tue Nov 04 12:55:42 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","551","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Tue Nov 04 12:55:38 UTC 2025","passed","Tue Nov 04 12:55:39 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","255","adminCanCreateUserWithCorrectDataTest()","","Tue Nov 04 12:55:41 UTC 2025","passed","Tue Nov 04 12:55:42 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","360","userCanGenerateAuthTokenTest()","","Tue Nov 04 12:55:40 UTC 2025","passed","Tue Nov 04 12:55:41 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
