"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1038","adminCanCreateUserTest()","","Sat Mar 07 16:29:14 UTC 2026","passed","Sat Mar 07 16:29:15 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","535","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Sat Mar 07 16:29:18 UTC 2026","passed","Sat Mar 07 16:29:19 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","103","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Sat Mar 07 16:29:27 UTC 2026","passed","Sat Mar 07 16:29:27 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","534","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only","","Sat Mar 07 16:29:18 UTC 2026","passed","Sat Mar 07 16:29:18 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","768","userCanTopUpAccount(float) [1] 1.1754944E-38","","Sat Mar 07 16:29:21 UTC 2026","passed","Sat Mar 07 16:29:22 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","532","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Sat Mar 07 16:29:19 UTC 2026","passed","Sat Mar 07 16:29:20 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1075","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Sat Mar 07 16:29:16 UTC 2026","passed","Sat Mar 07 16:29:17 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","599","userCannotLoginWithIncorrectDataTest()","","Sat Mar 07 16:29:13 UTC 2026","failed","Sat Mar 07 16:29:13 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCannotLoginWithIncorrectDataTest"
"","549","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only","","Sat Mar 07 16:29:20 UTC 2026","passed","Sat Mar 07 16:29:20 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","661","userCanLoginWithCorrectDataTest()","","Sat Mar 07 16:29:12 UTC 2026","passed","Sat Mar 07 16:29:13 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","1737","userCannotMakeTransferToNotExistingAccount(float, float) [1] 1, 1","","Sat Mar 07 16:29:08 UTC 2026","passed","Sat Mar 07 16:29:10 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","529","userCanUpdateNameTest()","","Sat Mar 07 16:29:21 UTC 2026","passed","Sat Mar 07 16:29:21 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","89","adminCanGenerateAuthTokenTest()","","Sat Mar 07 16:29:26 UTC 2026","passed","Sat Mar 07 16:29:26 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","1128","userCannotMakeDepositWithInvalidSumTest(float) [1] 0","","Sat Mar 07 16:29:06 UTC 2026","passed","Sat Mar 07 16:29:07 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCannotMakeDepositWithInvalidSumTest"
"","5025","userCanUpdateNameToValidTest(String) [1] Test Testov","","Sat Mar 07 16:28:59 UTC 2026","passed","Sat Mar 07 16:29:04 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
"","479","userCanCreateAccountTest()","","Sat Mar 07 16:29:27 UTC 2026","passed","Sat Mar 07 16:29:27 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","142","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Sat Mar 07 16:29:26 UTC 2026","passed","Sat Mar 07 16:29:27 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1319","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful","","Sat Mar 07 16:29:23 UTC 2026","passed","Sat Mar 07 16:29:24 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","442","adminCanLoginWithCorrectDataTest()","","Sat Mar 07 16:29:13 UTC 2026","passed","Sat Mar 07 16:29:14 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","342","userCanGenerateAuthTokenTest()","","Sat Mar 07 16:29:25 UTC 2026","passed","Sat Mar 07 16:29:26 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","525","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Sat Mar 07 16:29:20 UTC 2026","passed","Sat Mar 07 16:29:21 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","708","adminCannotCreateUserWithInvalidDataTest()","","Sat Mar 07 16:29:15 UTC 2026","passed","Sat Mar 07 16:29:16 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1285","userCanDepositMoneyWithValidSumTest(float) [1] 1","","Sat Mar 07 16:29:07 UTC 2026","passed","Sat Mar 07 16:29:08 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","97","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Sat Mar 07 16:29:27 UTC 2026","passed","Sat Mar 07 16:29:27 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","611","userCanCreateAccountTest()","","Sat Mar 07 16:29:16 UTC 2026","passed","Sat Mar 07 16:29:16 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","2142","userCanMakeTransferToAccountTest(float, float) [1] 1, 1","","Sat Mar 07 16:29:10 UTC 2026","passed","Sat Mar 07 16:29:12 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","255","adminCanCreateUserWithCorrectDataTest()","","Sat Mar 07 16:29:26 UTC 2026","passed","Sat Mar 07 16:29:26 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","615","userCanTopUpAccount(float) [2] 5000","","Sat Mar 07 16:29:22 UTC 2026","passed","Sat Mar 07 16:29:23 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","1308","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful","","Sat Mar 07 16:29:24 UTC 2026","passed","Sat Mar 07 16:29:25 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","557","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Sat Mar 07 16:29:17 UTC 2026","passed","Sat Mar 07 16:29:18 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1528","userCannotUpdateNameToInvalidTest(String) [1] a","","Sat Mar 07 16:29:04 UTC 2026","passed","Sat Mar 07 16:29:06 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCannotUpdateNameToInvalidTest"
"","462","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Sat Mar 07 16:29:26 UTC 2026","passed","Sat Mar 07 16:29:26 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
