"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 03 08:50:35 GMT 2025","Mon Nov 03 08:50:35 GMT 2025","92","","api.iteration1.LoginUserTest","","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest","adminCanGenerateAuthTokenTest()",""
"passed","Mon Nov 03 08:50:29 GMT 2025","Mon Nov 03 08:50:29 GMT 2025","667","","api.iteration2.DepositMoneyTest","","api.iteration2.DepositMoneyTest","userCanTopUpAccount","userCanTopUpAccount(float) [1] 1.1754944E-38",""
"passed","Mon Nov 03 08:50:35 GMT 2025","Mon Nov 03 08:50:35 GMT 2025","432","","api.iteration1.CreateAccountTest","","api.iteration1.CreateAccountTest","userCanCreateAccountTest","userCanCreateAccountTest()",""
"passed","Mon Nov 03 08:50:27 GMT 2025","Mon Nov 03 08:50:29 GMT 2025","1511","","api.iteration2.TransferMoneyTest","","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful",""
"passed","Mon Nov 03 08:50:36 GMT 2025","Mon Nov 03 08:50:36 GMT 2025","107","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Mon Nov 03 08:50:30 GMT 2025","Mon Nov 03 08:50:31 GMT 2025","569","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only",""
"passed","Mon Nov 03 08:50:29 GMT 2025","Mon Nov 03 08:50:30 GMT 2025","662","","api.iteration2.DepositMoneyTest","","api.iteration2.DepositMoneyTest","userCanTopUpAccount","userCanTopUpAccount(float) [2] 5000",""
"passed","Mon Nov 03 08:50:31 GMT 2025","Mon Nov 03 08:50:32 GMT 2025","538","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only",""
"passed","Mon Nov 03 08:50:36 GMT 2025","Mon Nov 03 08:50:36 GMT 2025","115","","api.iteration1.CreateUserTest","","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]",""
"passed","Mon Nov 03 08:50:32 GMT 2025","Mon Nov 03 08:50:33 GMT 2025","528","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only",""
"passed","Mon Nov 03 08:50:33 GMT 2025","Mon Nov 03 08:50:33 GMT 2025","547","","api.iteration2.UpdateUsernameTest","","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only",""
