"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","124","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Mar 03 06:43:12 UTC 2026","passed","Tue Mar 03 06:43:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","30320","userCannotUpdateNameToInvalidTest(String) [1] a","","Tue Mar 03 06:40:25 UTC 2026","broken","Tue Mar 03 06:40:55 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCannotUpdateNameToInvalidTest"
"","558","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Tue Mar 03 06:43:06 UTC 2026","passed","Tue Mar 03 06:43:06 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","533","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only","","Tue Mar 03 06:43:04 UTC 2026","passed","Tue Mar 03 06:43:04 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","538","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only","","Tue Mar 03 06:43:05 UTC 2026","passed","Tue Mar 03 06:43:06 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","88","adminCanGenerateAuthTokenTest()","","Tue Mar 03 06:43:11 UTC 2026","passed","Tue Mar 03 06:43:11 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","30511","userCanDepositMoneyWithValidSumTest(float) [1] 1","","Tue Mar 03 06:41:25 UTC 2026","broken","Tue Mar 03 06:41:56 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","1329","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful","","Tue Mar 03 06:43:10 UTC 2026","passed","Tue Mar 03 06:43:11 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","30755","userCannotMakeTransferToNotExistingAccount(float, float) [1] 1, 1","","Tue Mar 03 06:41:56 UTC 2026","broken","Tue Mar 03 06:42:27 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","434","adminCanLoginWithCorrectDataTest()","","Tue Mar 03 06:42:59 UTC 2026","passed","Tue Mar 03 06:43:00 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","420","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Mar 03 06:43:12 UTC 2026","passed","Tue Mar 03 06:43:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","250","adminCanCreateUserWithCorrectDataTest()","","Tue Mar 03 06:43:11 UTC 2026","passed","Tue Mar 03 06:43:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","428","userCanCreateAccountTest()","","Tue Mar 03 06:43:12 UTC 2026","passed","Tue Mar 03 06:43:13 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1059","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Tue Mar 03 06:43:02 UTC 2026","passed","Tue Mar 03 06:43:03 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","588","userCanCreateAccountTest()","","Tue Mar 03 06:43:02 UTC 2026","failed","Tue Mar 03 06:43:02 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","100","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Mar 03 06:43:12 UTC 2026","passed","Tue Mar 03 06:43:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","394","userCannotLoginWithIncorrectDataTest()","","Tue Mar 03 06:42:59 UTC 2026","failed","Tue Mar 03 06:42:59 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCannotLoginWithIncorrectDataTest"
"","536","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Tue Mar 03 06:43:04 UTC 2026","passed","Tue Mar 03 06:43:05 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","31076","userCanMakeTransferToAccountTest(float, float) [1] 1, 1","","Tue Mar 03 06:42:27 UTC 2026","broken","Tue Mar 03 06:42:58 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","532","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Tue Mar 03 06:43:05 UTC 2026","passed","Tue Mar 03 06:43:05 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","558","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Tue Mar 03 06:43:03 UTC 2026","passed","Tue Mar 03 06:43:04 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","716","adminCannotCreateUserWithInvalidDataTest()","","Tue Mar 03 06:43:01 UTC 2026","passed","Tue Mar 03 06:43:02 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1154","adminCanCreateUserTest()","","Tue Mar 03 06:43:00 UTC 2026","passed","Tue Mar 03 06:43:01 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","33167","userCanUpdateNameToValidTest(String) [1] Test Testov","","Tue Mar 03 06:39:51 UTC 2026","broken","Tue Mar 03 06:40:25 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
