"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","437","userCanCreateAccountTest()","","Tue Nov 04 09:56:58 UTC 2025","passed","Tue Nov 04 09:56:58 UTC 2025","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","256","adminCanCreateUserWithCorrectDataTest()","","Tue Nov 04 09:56:58 UTC 2025","passed","Tue Nov 04 09:56:59 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","104","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Tue Nov 04 09:56:59 UTC 2025","passed","Tue Nov 04 09:56:59 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","541","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Tue Nov 04 09:56:55 UTC 2025","passed","Tue Nov 04 09:56:56 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","544","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only","","Tue Nov 04 09:56:56 UTC 2025","passed","Tue Nov 04 09:56:56 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","4446","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful","","Tue Nov 04 09:56:46 UTC 2025","passed","Tue Nov 04 09:56:50 UTC 2025","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","92","adminCanGenerateAuthTokenTest()","","Tue Nov 04 09:56:58 UTC 2025","passed","Tue Nov 04 09:56:58 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","108","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Nov 04 09:56:59 UTC 2025","passed","Tue Nov 04 09:56:59 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","1470","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful","","Tue Nov 04 09:56:50 UTC 2025","passed","Tue Nov 04 09:56:52 UTC 2025","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","525","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Tue Nov 04 09:56:56 UTC 2025","passed","Tue Nov 04 09:56:57 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","508","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Nov 04 09:56:59 UTC 2025","passed","Tue Nov 04 09:56:59 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","687","userCanTopUpAccount(float) [2] 5000","","Tue Nov 04 09:56:52 UTC 2025","passed","Tue Nov 04 09:56:53 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","543","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Tue Nov 04 09:56:54 UTC 2025","passed","Tue Nov 04 09:56:54 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","541","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only","","Tue Nov 04 09:56:54 UTC 2025","passed","Tue Nov 04 09:56:55 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","579","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Tue Nov 04 09:56:53 UTC 2025","passed","Tue Nov 04 09:56:54 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","99","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Nov 04 09:56:59 UTC 2025","passed","Tue Nov 04 09:56:59 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","686","userCanTopUpAccount(float) [1] 1.1754944E-38","","Tue Nov 04 09:56:52 UTC 2025","passed","Tue Nov 04 09:56:52 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","353","userCanGenerateAuthTokenTest()","","Tue Nov 04 09:56:58 UTC 2025","passed","Tue Nov 04 09:56:58 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","543","userCanUpdateNameTest()","","Tue Nov 04 09:56:57 UTC 2025","passed","Tue Nov 04 09:56:57 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","537","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Tue Nov 04 09:56:55 UTC 2025","passed","Tue Nov 04 09:56:55 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
