"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","31686","userCannotMakeTransferToNotExistingAccount(float, float) [1] 1, 1","","Mon Feb 23 10:55:46 UTC 2026","broken","Mon Feb 23 10:56:18 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","101","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Mon Feb 23 10:55:46 UTC 2026","passed","Mon Feb 23 10:55:46 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","257","adminCanCreateUserWithCorrectDataTest()","","Mon Feb 23 10:55:45 UTC 2026","passed","Mon Feb 23 10:55:45 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","4301","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful","","Mon Feb 23 10:55:32 UTC 2026","passed","Mon Feb 23 10:55:37 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","89","adminCanGenerateAuthTokenTest()","","Mon Feb 23 10:55:44 UTC 2026","passed","Mon Feb 23 10:55:44 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","30267","userCanCreateAccountTest()","","Mon Feb 23 11:00:20 UTC 2026","broken","Mon Feb 23 11:00:51 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","30014","adminCanCreateUserTest()","","Mon Feb 23 11:00:51 UTC 2026","broken","Mon Feb 23 11:01:21 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","527","userCanUpdateNameTest()","","Mon Feb 23 10:55:43 UTC 2026","passed","Mon Feb 23 10:55:44 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","30174","userCannotLoginWithIncorrectDataTest()","","Mon Feb 23 10:59:20 UTC 2026","broken","Mon Feb 23 10:59:50 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCannotLoginWithIncorrectDataTest"
"","30281","userCanUpdateNameToValidTest(String) [1] Test Testov","","Mon Feb 23 10:57:49 UTC 2026","broken","Mon Feb 23 10:58:20 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
"","105","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Mon Feb 23 10:55:45 UTC 2026","passed","Mon Feb 23 10:55:46 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","30015","adminCanLoginWithCorrectDataTest()","","Mon Feb 23 10:59:50 UTC 2026","broken","Mon Feb 23 11:00:20 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","655","userCanTopUpAccount(float) [1] 1.1754944E-38","","Mon Feb 23 10:55:38 UTC 2026","passed","Mon Feb 23 10:55:39 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","568","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Mon Feb 23 10:55:40 UTC 2026","passed","Mon Feb 23 10:55:40 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","30441","userCanDepositMoneyWithValidSumTest(float) [1] 1","","Mon Feb 23 10:57:19 UTC 2026","broken","Mon Feb 23 10:57:49 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","519","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Mon Feb 23 10:55:43 UTC 2026","passed","Mon Feb 23 10:55:43 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","30982","userCanMakeTransferToAccountTest(float, float) [1] 1, 1","","Mon Feb 23 10:56:18 UTC 2026","broken","Mon Feb 23 10:56:49 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","526","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Mon Feb 23 10:55:41 UTC 2026","passed","Mon Feb 23 10:55:42 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","30482","userCannotMakeDepositWithInvalidSumTest(float) [1] 0","","Mon Feb 23 10:56:49 UTC 2026","broken","Mon Feb 23 10:57:19 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCannotMakeDepositWithInvalidSumTest"
"","425","userCanCreateAccountTest()","","Mon Feb 23 10:55:44 UTC 2026","passed","Mon Feb 23 10:55:45 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","30013","adminCannotCreateUserWithInvalidDataTest()","","Mon Feb 23 11:01:21 UTC 2026","broken","Mon Feb 23 11:01:51 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
