"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List)","","Fri May 15 13:09:12 UTC 2026","skipped","Fri May 15 13:09:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","2034","userCannotMakeDepositWithInvalidSumTest(float) [1] 0","","Fri May 15 13:09:03 UTC 2026","passed","Fri May 15 13:09:05 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCannotMakeDepositWithInvalidSumTest"
"","112","adminCanGenerateAuthTokenTest()","","Fri May 15 13:09:11 UTC 2026","passed","Fri May 15 13:09:11 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","0","userCannotUpdateNameToNotValidTest(String, String)","","Fri May 15 13:09:11 UTC 2026","skipped","Fri May 15 13:09:11 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","0","userCanUpdateNameTest()","","Fri May 15 13:09:11 UTC 2026","skipped","Fri May 15 13:09:11 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","1487","userCannotLoginWithIncorrectDataTest()","","Fri May 15 13:09:07 UTC 2026","passed","Fri May 15 13:09:08 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCannotLoginWithIncorrectDataTest"
"","1601","userCanCreateAccountTest()","","Fri May 15 13:09:09 UTC 2026","passed","Fri May 15 13:09:11 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","1171","adminCanLoginWithCorrectDataTest()","","Fri May 15 13:09:08 UTC 2026","passed","Fri May 15 13:09:09 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1572","userCanLoginWithCorrectDataTest()","","Fri May 15 13:09:05 UTC 2026","passed","Fri May 15 13:09:07 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","0","userCanDepositMoneyWithValidSumTest(float)","","Fri May 15 13:09:05 UTC 2026","skipped","Fri May 15 13:09:05 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","481","adminCanCreateUserWithCorrectDataTest()","","Fri May 15 13:09:11 UTC 2026","passed","Fri May 15 13:09:12 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","5271","userCanUpdateNameToValidTest(String) [1] Test Testov","","Fri May 15 13:08:56 UTC 2026","passed","Fri May 15 13:09:01 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
"","0","userCanTopUpAccount(float)","","Fri May 15 13:09:11 UTC 2026","skipped","Fri May 15 13:09:11 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","442","userCanGenerateAuthTokenTest()","","Fri May 15 13:09:11 UTC 2026","passed","Fri May 15 13:09:11 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","669","userCanCreateAccountTest()","","Fri May 15 13:09:12 UTC 2026","passed","Fri May 15 13:09:13 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","0","userCanMakeTransferToAccountTest(float, float)","","Fri May 15 13:09:05 UTC 2026","skipped","Fri May 15 13:09:05 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","2133","userCannotUpdateNameToInvalidTest(String) [1] a","","Fri May 15 13:09:01 UTC 2026","passed","Fri May 15 13:09:03 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCannotUpdateNameToInvalidTest"
"","0","adminCannotCreateUserWithInvalidDataTest()","","Fri May 15 13:09:09 UTC 2026","skipped","Fri May 15 13:09:09 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","0","useCanTransferMoneyToAnotherUserTest(float, float, String)","","Fri May 15 13:09:11 UTC 2026","skipped","Fri May 15 13:09:11 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","0","userCannotMakeTransferToNotExistingAccount(float, float)","","Fri May 15 13:09:05 UTC 2026","skipped","Fri May 15 13:09:05 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","0","adminCanCreateUserTest()","","Fri May 15 13:09:09 UTC 2026","skipped","Fri May 15 13:09:09 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
