"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","438","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Tue Nov 04 12:59:17 UTC 2025","passed","Tue Nov 04 12:59:17 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","653","userCanTopUpAccount(float) [2] 5000","","Tue Nov 04 12:59:10 UTC 2025","passed","Tue Nov 04 12:59:11 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","256","adminCanCreateUserWithCorrectDataTest()","","Tue Nov 04 12:59:16 UTC 2025","passed","Tue Nov 04 12:59:17 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","356","userCanGenerateAuthTokenTest()","","Tue Nov 04 12:59:15 UTC 2025","passed","Tue Nov 04 12:59:16 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","4418","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 1.1754944E-38, 1.1754944E-38, Transfer successful","","Tue Nov 04 12:59:04 UTC 2025","passed","Tue Nov 04 12:59:08 UTC 2025","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","92","adminCanGenerateAuthTokenTest()","","Tue Nov 04 12:59:16 UTC 2025","passed","Tue Nov 04 12:59:16 UTC 2025","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","adminCanGenerateAuthTokenTest"
"","548","userCanUpdateNameTest()","","Tue Nov 04 12:59:15 UTC 2025","passed","Tue Nov 04 12:59:15 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","568","userCannotUpdateNameToNotValidTest(String, String) [2] Zoe, Name must contain two words with letters only","","Tue Nov 04 12:59:12 UTC 2025","passed","Tue Nov 04 12:59:12 UTC 2025","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","684","userCanTopUpAccount(float) [1] 1.1754944E-38","","Tue Nov 04 12:59:10 UTC 2025","passed","Tue Nov 04 12:59:10 UTC 2025","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","107","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Tue Nov 04 12:59:17 UTC 2025","passed","Tue Nov 04 12:59:17 UTC 2025","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
