"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8041","userCanUpdateNameToValidTest(String) [1] Test Testov","","Thu Apr 09 14:29:48 UTC 2026","passed","Thu Apr 09 14:29:56 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
"","5250","userCanMakeTransferToAccountTest(float, float) [1] 1, 1","","Thu Apr 09 14:29:57 UTC 2026","passed","Thu Apr 09 14:30:03 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","895","userCanGenerateAuthTokenTest()","","Thu Apr 09 14:29:56 UTC 2026","passed","Thu Apr 09 14:29:57 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","1881","adminCanCreateUserWithCorrectDataTest()","","Thu Apr 09 14:29:50 UTC 2026","passed","Thu Apr 09 14:29:52 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","607","userCanTopUpAccount(float) [2] 5000","","Thu Apr 09 14:30:10 UTC 2026","passed","Thu Apr 09 14:30:11 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","1185","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Thu Apr 09 14:30:00 UTC 2026","passed","Thu Apr 09 14:30:02 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","2103","userCanDepositMoneyWithValidSumTest(float) [1] 1","","Thu Apr 09 14:30:05 UTC 2026","passed","Thu Apr 09 14:30:07 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","1322","useCanTransferMoneyToAnotherUserTest(float, float, String) [2] 5000.0, 5000, Transfer successful","","Thu Apr 09 14:30:08 UTC 2026","passed","Thu Apr 09 14:30:09 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","12587","userCannotMakeTransferToNotExistingAccount(float, float) [1] 1, 1","","Thu Apr 09 14:29:45 UTC 2026","passed","Thu Apr 09 14:29:57 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","373","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Thu Apr 09 14:29:48 UTC 2026","passed","Thu Apr 09 14:29:49 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
