"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","423","userCanCreateAccountTest()","","Fri Apr 10 08:21:58 UTC 2026","passed","Fri Apr 10 08:21:59 UTC 2026","","api.iteration1.CreateAccountTest","api.iteration1.CreateAccountTest","userCanCreateAccountTest"
"","517","userCanUpdateNameTest()","","Fri Apr 10 08:21:56 UTC 2026","passed","Fri Apr 10 08:21:57 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCanUpdateNameTest"
"","498","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [1]  , Password33%, USER, username, [Username cannot be blank, Username must contain only letters, digits, dashes, underscores, and dots, Username must be between 3 and 15 characters]","","Fri Apr 10 08:21:59 UTC 2026","passed","Fri Apr 10 08:21:59 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","250","adminCanCreateUserWithCorrectDataTest()","","Fri Apr 10 08:21:59 UTC 2026","passed","Fri Apr 10 08:21:59 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCanCreateUserWithCorrectDataTest"
"","536","userCannotUpdateNameToNotValidTest(String, String) [1]    , Name must contain two words with letters only","","Fri Apr 10 08:21:52 UTC 2026","passed","Fri Apr 10 08:21:53 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1536","userCanLoginWithCorrectDataTest()","","Fri Apr 10 08:21:39 UTC 2026","passed","Fri Apr 10 08:21:41 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCanLoginWithCorrectDataTest"
"","523","userCannotUpdateNameToNotValidTest(String, String) [5] New_Name, Name must contain two words with letters only","","Fri Apr 10 08:21:54 UTC 2026","passed","Fri Apr 10 08:21:55 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1192","adminCanLoginWithCorrectDataTest()","","Fri Apr 10 08:21:42 UTC 2026","passed","Fri Apr 10 08:21:43 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1407","adminCannotCreateUserWithInvalidDataTest()","","Fri Apr 10 08:21:48 UTC 2026","passed","Fri Apr 10 08:21:49 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","562","userCannotUpdateNameToNotValidTest(String, String) [6]  New Name, Name must contain two words with letters only","","Fri Apr 10 08:21:55 UTC 2026","passed","Fri Apr 10 08:21:56 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","132","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [2] ab, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Fri Apr 10 08:21:59 UTC 2026","passed","Fri Apr 10 08:22:00 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","118","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [4] Abc%, Password33%, USER, username, [Username must contain only letters, digits, dashes, underscores, and dots]","","Fri Apr 10 08:22:00 UTC 2026","passed","Fri Apr 10 08:22:00 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","114","adminCannotCreateUserWithInvalidDataTest(String, String, String, String, List) [3] Abcdeftghjklthjg, Password33%, USER, username, [Username must be between 3 and 15 characters]","","Fri Apr 10 08:22:00 UTC 2026","passed","Fri Apr 10 08:22:00 UTC 2026","","api.iteration1.CreateUserTest","api.iteration1.CreateUserTest","adminCannotCreateUserWithInvalidDataTest"
"","517","userCannotUpdateNameToNotValidTest(String, String) [7] New Name , Name must contain two words with letters only","","Fri Apr 10 08:21:56 UTC 2026","passed","Fri Apr 10 08:21:56 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","1971","useCanTransferMoneyToAnotherUserTest(float, float, String) [1] 0.01, 0.01, Transfer successful","","Fri Apr 10 08:21:49 UTC 2026","passed","Fri Apr 10 08:21:51 UTC 2026","","api.iteration2.TransferMoneyTest","api.iteration2.TransferMoneyTest","useCanTransferMoneyToAnotherUserTest"
"","611","userCanTopUpAccount(float) [1] 0.01","","Fri Apr 10 08:21:57 UTC 2026","passed","Fri Apr 10 08:21:57 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","529","userCannotUpdateNameToNotValidTest(String, String) [3] New Name!, Name must contain two words with letters only","","Fri Apr 10 08:21:53 UTC 2026","passed","Fri Apr 10 08:21:54 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","5249","userCannotMakeTransferToNotExistingAccount(float, float) [1] 1, 1","","Fri Apr 10 08:21:22 UTC 2026","passed","Fri Apr 10 08:21:27 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCannotMakeTransferToNotExistingAccount"
"","2275","userCannotUpdateNameToInvalidTest(String) [1] a","","Fri Apr 10 08:21:33 UTC 2026","passed","Fri Apr 10 08:21:35 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCannotUpdateNameToInvalidTest"
"","1477","userCannotLoginWithIncorrectDataTest()","","Fri Apr 10 08:21:41 UTC 2026","passed","Fri Apr 10 08:21:42 UTC 2026","","ui.iteration1.LoginUserTest","ui.iteration1.LoginUserTest","userCannotLoginWithIncorrectDataTest"
"","2558","adminCanCreateUserTest()","","Fri Apr 10 08:21:45 UTC 2026","passed","Fri Apr 10 08:21:48 UTC 2026","","ui.iteration1.CreateUserTest","ui.iteration1.CreateUserTest","adminCanCreateUserTest"
"","2288","userCanUpdateNameToValidTest(String) [1] Test Testov","","Fri Apr 10 08:21:31 UTC 2026","passed","Fri Apr 10 08:21:33 UTC 2026","","ui.iteration2.UpdateUsernameTest","ui.iteration2.UpdateUsernameTest","userCanUpdateNameToValidTest"
"","2161","userCanDepositMoneyWithValidSumTest(float) [1] 1","","Fri Apr 10 08:21:37 UTC 2026","passed","Fri Apr 10 08:21:39 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCanDepositMoneyWithValidSumTest"
"","3249","userCanMakeTransferToAccountTest(float, float) [1] 1, 1","","Fri Apr 10 08:21:27 UTC 2026","passed","Fri Apr 10 08:21:31 UTC 2026","","ui.iteration2.TransferMoneyTest","ui.iteration2.TransferMoneyTest","userCanMakeTransferToAccountTest"
"","546","userCannotUpdateNameToNotValidTest(String, String) [4] New Name Zoe, Name must contain two words with letters only","","Fri Apr 10 08:21:54 UTC 2026","passed","Fri Apr 10 08:21:54 UTC 2026","","api.iteration2.UpdateUsernameTest","api.iteration2.UpdateUsernameTest","userCannotUpdateNameToNotValidTest"
"","343","userCanGenerateAuthTokenTest()","","Fri Apr 10 08:21:58 UTC 2026","passed","Fri Apr 10 08:21:58 UTC 2026","","api.iteration1.LoginUserTest","api.iteration1.LoginUserTest","userCanGenerateAuthTokenTest"
"","1975","userCannotMakeDepositWithInvalidSumTest(float) [1] 0","","Fri Apr 10 08:21:35 UTC 2026","passed","Fri Apr 10 08:21:37 UTC 2026","","ui.iteration2.DepositMoneyTest","ui.iteration2.DepositMoneyTest","userCannotMakeDepositWithInvalidSumTest"
"","631","userCanTopUpAccount(float) [2] 5000","","Fri Apr 10 08:21:57 UTC 2026","passed","Fri Apr 10 08:21:58 UTC 2026","","api.iteration2.DepositMoneyTest","api.iteration2.DepositMoneyTest","userCanTopUpAccount"
"","1502","userCanCreateAccountTest()","","Fri Apr 10 08:21:43 UTC 2026","passed","Fri Apr 10 08:21:45 UTC 2026","","ui.iteration1.CreateAccountTest","ui.iteration1.CreateAccountTest","userCanCreateAccountTest"
